codigo_mun,mun,prov,ccaa,renta_neta_media_por_persona
05122,Martínez,Ávila,Castilla y León,11253
05123,Mediana de Voltoya,Ávila,Castilla y León,20147
05124,Medinilla,Ávila,Castilla y León,12516
05125,Mengamuñoz,Ávila,Castilla y León,12516
05126,Mesegar de Corneja,Ávila,Castilla y León,12516
05127,Mijares,Ávila,Castilla y León,10245
05128,Mingorría,Ávila,Castilla y León,14097
05129,El Mirón,Ávila,Castilla y León,12774
05130,Mironcillo,Ávila,Castilla y León,14309
05131,Mirueña de los Infanzones,Ávila,Castilla y León,12516
05132,Mombeltrán,Ávila,Castilla y León,10816
05133,Monsalupe,Ávila,Castilla y León,12516
05134,Moraleja de Matacabras,Ávila,Castilla y León,12516
05135,Muñana,Ávila,Castilla y León,12289
05136,Muñico,Ávila,Castilla y León,12516
05138,Muñogalindo,Ávila,Castilla y León,13437
05139,Muñogrande,Ávila,Castilla y León,12516
05140,Muñomer del Peco,Ávila,Castilla y León,11109
05141,Muñopepe,Ávila,Castilla y León,12516
05142,Muñosancho,Ávila,Castilla y León,12516
05143,Muñotello,Ávila,Castilla y León,12516
05144,Narrillos del Álamo,Ávila,Castilla y León,12516
05145,Narrillos del Rebollar,Ávila,Castilla y León,12516
05147,Narros del Castillo,Ávila,Castilla y León,11820
05148,Narros del Puerto,Ávila,Castilla y León,12516
05149,Narros de Saldueña,Ávila,Castilla y León,12478
05151,Navacepedilla de Corneja,Ávila,Castilla y León,12516
05152,Nava de Arévalo,Ávila,Castilla y León,12980
05153,Nava del Barco,Ávila,Castilla y León,12516
05154,Navadijos,Ávila,Castilla y León,12516
05155,Navaescurial,Ávila,Castilla y León,12516
05156,Navahondilla,Ávila,Castilla y León,11910
05157,Navalacruz,Ávila,Castilla y León,16059
05158,Navalmoral,Ávila,Castilla y León,11472
05159,Navalonguilla,Ávila,Castilla y León,10424
05160,Navalosa,Ávila,Castilla y León,11622
05161,Navalperal de Pinares,Ávila,Castilla y León,10557
05162,Navalperal de Tormes,Ávila,Castilla y León,12516
05163,Navaluenga,Ávila,Castilla y León,11153
05164,Navaquesera,Ávila,Castilla y León,12516
05165,Navarredonda de Gredos,Ávila,Castilla y León,13805
05166,Navarredondilla,Ávila,Castilla y León,12788
05167,Navarrevisca,Ávila,Castilla y León,13049
05168,Las Navas del Marqués,Ávila,Castilla y León,9813
05169,Navatalgordo,Ávila,Castilla y León,11806
05170,Navatejares,Ávila,Castilla y León,12516
05171,Neila de San Miguel,Ávila,Castilla y León,12516
05172,Niharra,Ávila,Castilla y León,13011
05173,Ojos-Albos,Ávila,Castilla y León,12516
05174,Orbita,Ávila,Castilla y León,12516
05175,El Oso,Ávila,Castilla y León,10544
05176,Padiernos,Ávila,Castilla y León,13850
05177,Pajares de Adaja,Ávila,Castilla y León,13564
05178,Palacios de Goda,Ávila,Castilla y León,12638
05179,Papatrigo,Ávila,Castilla y León,11848
05180,El Parral,Ávila,Castilla y León,12516
05181,Pascualcobo,Ávila,Castilla y León,12516
05182,Pedro Bernardo,Ávila,Castilla y León,11055
05183,Pedro-Rodríguez,Ávila,Castilla y León,11987
05184,Peguerinos,Ávila,Castilla y León,14464
05185,Peñalba de Ávila,Ávila,Castilla y León,11707
05186,Piedrahíta,Ávila,Castilla y León,12069
05187,Piedralaves,Ávila,Castilla y León,10108
05188,Poveda,Ávila,Castilla y León,12516
05189,Poyales del Hoyo,Ávila,Castilla y León,9759
05190,Pozanco,Ávila,Castilla y León,12516
05191,Pradosegar,Ávila,Castilla y León,11073
05192,Puerto Castilla,Ávila,Castilla y León,13478
05193,Rasueros,Ávila,Castilla y León,13242
05194,Riocabado,Ávila,Castilla y León,12901
05195,Riofrío,Ávila,Castilla y León,14494
05196,Rivilla de Barajas,Ávila,Castilla y León,12516
05197,Salobral,Ávila,Castilla y León,12027
05198,Salvadiós,Ávila,Castilla y León,12516
05199,San Bartolomé de Béjar,Ávila,Castilla y León,12516
05200,San Bartolomé de Corneja,Ávila,Castilla y León,12516
05201,San Bartolomé de Pinares,Ávila,Castilla y León,11952
05204,Sanchidrián,Ávila,Castilla y León,11864
05205,Sanchorreja,Ávila,Castilla y León,12516
05206,San Esteban de los Patos,Ávila,Castilla y León,12516
05207,San Esteban del Valle,Ávila,Castilla y León,10236
05208,San Esteban de Zapardiel,Ávila,Castilla y León,12516
05209,San García de Ingelmos,Ávila,Castilla y León,12516
05210,San Juan de la Encinilla,Ávila,Castilla y León,12516
05211,San Juan de la Nava,Ávila,Castilla y León,9406
05212,San Juan del Molinillo,Ávila,Castilla y León,12316
05213,San Juan del Olmo,Ávila,Castilla y León,12516
05214,San Lorenzo de Tormes,Ávila,Castilla y León,12516
05215,San Martín de la Vega del Alberche,Ávila,Castilla y León,12311
05216,San Martín del Pimpollar,Ávila,Castilla y León,10009
05217,San Miguel de Corneja,Ávila,Castilla y León,12516
05218,San Miguel de Serrezuela,Ávila,Castilla y León,10153
05219,San Pascual,Ávila,Castilla y León,12516
05220,San Pedro del Arroyo,Ávila,Castilla y León,12435
05221,Santa Cruz del Valle,Ávila,Castilla y León,9596
05222,Santa Cruz de Pinares,Ávila,Castilla y León,12071
05224,Santa María del Arroyo,Ávila,Castilla y León,14114
05225,Santa María del Berrocal,Ávila,Castilla y León,11952
05226,Santa María de los Caballeros,Ávila,Castilla y León,12516
05227,Santa María del Tiétar,Ávila,Castilla y León,10646
05228,Santiago del Collado,Ávila,Castilla y León,10563
05229,Santo Domingo de las Posadas,Ávila,Castilla y León,12516
05230,Santo Tomé de Zabarcos,Ávila,Castilla y León,12516
05231,San Vicente de Arévalo,Ávila,Castilla y León,13799
05232,La Serrada,Ávila,Castilla y León,13460
05233,Serranillos,Ávila,Castilla y León,12401
05234,Sigeres,Ávila,Castilla y León,12516
05235,Sinlabajos,Ávila,Castilla y León,13616
05236,Solana de Ávila,Ávila,Castilla y León,10017
05237,Solana de Rioalmar,Ávila,Castilla y León,13768
05238,Solosancho,Ávila,Castilla y León,11842
05239,Sotalbo,Ávila,Castilla y León,12621
05240,Sotillo de la Adrada,Ávila,Castilla y León,9367
05241,El Tiemblo,Ávila,Castilla y León,9839
05242,Tiñosillos,Ávila,Castilla y León,11373
05243,Tolbaños,Ávila,Castilla y León,12516
05244,Tormellas,Ávila,Castilla y León,12516
05245,Tornadizos de Ávila,Ávila,Castilla y León,13118
05246,Tórtoles,Ávila,Castilla y León,12516
05247,La Torre,Ávila,Castilla y León,10222
05249,Umbrías,Ávila,Castilla y León,12516
05251,Vadillo de la Sierra,Ávila,Castilla y León,12516
05252,Valdecasa,Ávila,Castilla y León,12516
05253,Vega de Santa María,Ávila,Castilla y León,12516
05254,Velayos,Ávila,Castilla y León,10679
05256,Villaflor,Ávila,Castilla y León,14987
05257,Villafranca de la Sierra,Ávila,Castilla y León,14017
05258,Villanueva de Gómez,Ávila,Castilla y León,12556
05259,Villanueva del Aceral,Ávila,Castilla y León,12389
05260,Villanueva del Campillo,Ávila,Castilla y León,12999
05261,Villar de Corneja,Ávila,Castilla y León,12516
05262,Villarejo del Valle,Ávila,Castilla y León,12669
05263,Villatoro,Ávila,Castilla y León,12101
05264,Viñegra de Moraña,Ávila,Castilla y León,12516
05265,Vita,Ávila,Castilla y León,12516
05266,Zapardiel de la Cañada,Ávila,Castilla y León,12516
05267,Zapardiel de la Ribera,Ávila,Castilla y León,12516
05901,San Juan de Gredos,Ávila,Castilla y León,14468
05902,Santa María del Cubillo,Ávila,Castilla y León,13233
05903,Diego del Carpio,Ávila,Castilla y León,11113
05904,Santiago del Tormes,Ávila,Castilla y León,11992
05905,Villanueva de Ávila,Ávila,Castilla y León,15113
06001,Acedera,Badajoz,Extremadura,9955
06002,Aceuchal,Badajoz,Extremadura,8492
06003,Ahillones,Badajoz,Extremadura,10430
06004,Alange,Badajoz,Extremadura,9059
06005,La Albuera,Badajoz,Extremadura,9240
06006,Alburquerque,Badajoz,Extremadura,9130
06007,Alconchel,Badajoz,Extremadura,8680
06008,Alconera,Badajoz,Extremadura,9416
06009,Aljucén,Badajoz,Extremadura,11743
06010,Almendral,Badajoz,Extremadura,9312
06011,Almendralejo,Badajoz,Extremadura,9804
06012,Arroyo de San Serván,Badajoz,Extremadura,8502
06013,Atalaya,Badajoz,Extremadura,8748
06014,Azuaga,Badajoz,Extremadura,10187
06015,Badajoz,Badajoz,Extremadura,12350
06016,Barcarrota,Badajoz,Extremadura,9284
06017,Baterno,Badajoz,Extremadura,8417
06018,Benquerencia de la Serena,Badajoz,Extremadura,8546
06019,Berlanga,Badajoz,Extremadura,9517
06020,Bienvenida,Badajoz,Extremadura,9461
06021,Bodonal de la Sierra,Badajoz,Extremadura,9385
06022,Burguillos del Cerro,Badajoz,Extremadura,8973
06023,Cabeza del Buey,Badajoz,Extremadura,10006
06024,Cabeza la Vaca,Badajoz,Extremadura,8803
06025,Calamonte,Badajoz,Extremadura,10056
06026,Calera de León,Badajoz,Extremadura,8953
06027,Calzadilla de los Barros,Badajoz,Extremadura,9856
06028,Campanario,Badajoz,Extremadura,10060
06029,Campillo de Llerena,Badajoz,Extremadura,8900
06030,Capilla,Badajoz,Extremadura,10271
06031,Carmonita,Badajoz,Extremadura,8399
06032,El Carrascalejo,Badajoz,Extremadura,NA
06033,Casas de Don Pedro,Badajoz,Extremadura,9238
06034,Casas de Reina,Badajoz,Extremadura,10478
06035,Castilblanco,Badajoz,Extremadura,10549
06036,Castuera,Badajoz,Extremadura,10379
06037,La Codosera,Badajoz,Extremadura,8333
06038,Cordobilla de Lácara,Badajoz,Extremadura,8667
06039,La Coronada,Badajoz,Extremadura,9295
06040,Corte de Peleas,Badajoz,Extremadura,7937
06041,Cristina,Badajoz,Extremadura,8183
06042,Cheles,Badajoz,Extremadura,8462
06043,Don Álvaro,Badajoz,Extremadura,10664
06044,Don Benito,Badajoz,Extremadura,11267
06045,Entrín Bajo,Badajoz,Extremadura,8417
06046,Esparragalejo,Badajoz,Extremadura,9546
06047,Esparragosa de la Serena,Badajoz,Extremadura,8563
06048,Esparragosa de Lares,Badajoz,Extremadura,10324
06049,Feria,Badajoz,Extremadura,9242
06050,Fregenal de la Sierra,Badajoz,Extremadura,10556
06051,Fuenlabrada de los Montes,Badajoz,Extremadura,8948
06052,Fuente de Cantos,Badajoz,Extremadura,10042
06053,Fuente del Arco,Badajoz,Extremadura,9712
06054,Fuente del Maestre,Badajoz,Extremadura,9273
06055,Fuentes de León,Badajoz,Extremadura,8851
06056,Garbayuela,Badajoz,Extremadura,8940
06057,Garlitos,Badajoz,Extremadura,9146
06058,La Garrovilla,Badajoz,Extremadura,9614
06059,Granja de Torrehermosa,Badajoz,Extremadura,9784
06060,Guareña,Badajoz,Extremadura,9462
06061,La Haba,Badajoz,Extremadura,9347
06062,Helechosa de los Montes,Badajoz,Extremadura,11369
06063,Herrera del Duque,Badajoz,Extremadura,9837
06064,Higuera de la Serena,Badajoz,Extremadura,9249
06065,Higuera de Llerena,Badajoz,Extremadura,9264
06066,Higuera de Vargas,Badajoz,Extremadura,9246
06067,Higuera la Real,Badajoz,Extremadura,9851
06068,Hinojosa del Valle,Badajoz,Extremadura,8226
06069,Hornachos,Badajoz,Extremadura,8800
06070,Jerez de los Caballeros,Badajoz,Extremadura,10611
06071,La Lapa,Badajoz,Extremadura,8592
06072,Lobón,Badajoz,Extremadura,9121
06073,Llera,Badajoz,Extremadura,8749
06074,Llerena,Badajoz,Extremadura,11249
06075,Magacela,Badajoz,Extremadura,9738
06076,Maguilla,Badajoz,Extremadura,8622
06077,Malcocinado,Badajoz,Extremadura,9436
06078,Malpartida de la Serena,Badajoz,Extremadura,10143
06079,Manchita,Badajoz,Extremadura,9311
06080,Medellín,Badajoz,Extremadura,10298
06081,Medina de las Torres,Badajoz,Extremadura,9467
06082,Mengabril,Badajoz,Extremadura,9153
06083,Mérida,Badajoz,Extremadura,11755
06084,Mirandilla,Badajoz,Extremadura,9736
06085,Monesterio,Badajoz,Extremadura,9550
06086,Montemolín,Badajoz,Extremadura,8933
06087,Monterrubio de la Serena,Badajoz,Extremadura,9518
06088,Montijo,Badajoz,Extremadura,9742
06089,La Morera,Badajoz,Extremadura,9106
06090,La Nava de Santiago,Badajoz,Extremadura,8678
06091,Navalvillar de Pela,Badajoz,Extremadura,9811
06092,Nogales,Badajoz,Extremadura,9278
06093,Oliva de la Frontera,Badajoz,Extremadura,9391
06094,Oliva de Mérida,Badajoz,Extremadura,8375
06095,Olivenza,Badajoz,Extremadura,9477
06096,Orellana de la Sierra,Badajoz,Extremadura,10655
06097,Orellana la Vieja,Badajoz,Extremadura,10986
06098,Palomas,Badajoz,Extremadura,7497
06099,La Parra,Badajoz,Extremadura,8016
06100,Peñalsordo,Badajoz,Extremadura,10347
06101,Peraleda del Zaucejo,Badajoz,Extremadura,8721
06102,Puebla de Alcocer,Badajoz,Extremadura,9250
06103,Puebla de la Calzada,Badajoz,Extremadura,9804
06104,Puebla de la Reina,Badajoz,Extremadura,9057
06105,Puebla del Maestre,Badajoz,Extremadura,9497
06106,Puebla del Prior,Badajoz,Extremadura,8414
06107,Puebla de Obando,Badajoz,Extremadura,8120
06108,Puebla de Sancho Pérez,Badajoz,Extremadura,9676
06109,Quintana de la Serena,Badajoz,Extremadura,9320
06110,Reina,Badajoz,Extremadura,9403
06111,Rena,Badajoz,Extremadura,8476
06112,Retamal de Llerena,Badajoz,Extremadura,8489
06113,Ribera del Fresno,Badajoz,Extremadura,8966
06114,Risco,Badajoz,Extremadura,9032
06115,La Roca de la Sierra,Badajoz,Extremadura,9336
06116,Salvaleón,Badajoz,Extremadura,9673
06117,Salvatierra de los Barros,Badajoz,Extremadura,9179
06118,Sancti-Spíritus,Badajoz,Extremadura,10491
06119,San Pedro de Mérida,Badajoz,Extremadura,10057
06120,Santa Amalia,Badajoz,Extremadura,10115
06121,Santa Marta,Badajoz,Extremadura,8616
06122,Los Santos de Maimona,Badajoz,Extremadura,9792
06123,San Vicente de Alcántara,Badajoz,Extremadura,9374
06124,Segura de León,Badajoz,Extremadura,9333
06125,Siruela,Badajoz,Extremadura,10261
06126,Solana de los Barros,Badajoz,Extremadura,8241
06127,Talarrubias,Badajoz,Extremadura,10222
06128,Talavera la Real,Badajoz,Extremadura,9908
06129,Táliga,Badajoz,Extremadura,8429
06130,Tamurejo,Badajoz,Extremadura,9139
06131,Torre de Miguel Sesmero,Badajoz,Extremadura,10154
06132,Torremayor,Badajoz,Extremadura,9082
06133,Torremejía,Badajoz,Extremadura,8741
06134,Trasierra,Badajoz,Extremadura,8440
06135,Trujillanos,Badajoz,Extremadura,9891
06136,Usagre,Badajoz,Extremadura,9336
06137,Valdecaballeros,Badajoz,Extremadura,10784
06138,Valdetorres,Badajoz,Extremadura,9166
06139,Valencia de las Torres,Badajoz,Extremadura,9999
06140,Valencia del Mombuey,Badajoz,Extremadura,8758
06141,Valencia del Ventoso,Badajoz,Extremadura,8687
06142,Valverde de Burguillos,Badajoz,Extremadura,10934
06143,Valverde de Leganés,Badajoz,Extremadura,9101
06144,Valverde de Llerena,Badajoz,Extremadura,9526
06145,Valverde de Mérida,Badajoz,Extremadura,9277
06146,Valle de la Serena,Badajoz,Extremadura,8932
06147,Valle de Matamoros,Badajoz,Extremadura,10005
06148,Valle de Santa Ana,Badajoz,Extremadura,9615
06149,Villafranca de los Barros,Badajoz,Extremadura,9882
06150,Villagarcía de la Torre,Badajoz,Extremadura,9371
06151,Villagonzalo,Badajoz,Extremadura,9518
06152,Villalba de los Barros,Badajoz,Extremadura,8781
06153,Villanueva de la Serena,Badajoz,Extremadura,10555
06154,Villanueva del Fresno,Badajoz,Extremadura,7694
06155,Villar del Rey,Badajoz,Extremadura,9230
06156,Villar de Rena,Badajoz,Extremadura,10132
06157,Villarta de los Montes,Badajoz,Extremadura,9749
06158,Zafra,Badajoz,Extremadura,11424
06159,Zahínos,Badajoz,Extremadura,8107
06160,Zalamea de la Serena,Badajoz,Extremadura,9050
06161,Zarza-Capilla,Badajoz,Extremadura,10854
06162,La Zarza,Badajoz,Extremadura,9521
06901,Valdelacalzada,Badajoz,Extremadura,9386
06902,Pueblonuevo del Guadiana,Badajoz,Extremadura,9692
06903,Guadiana,Badajoz,Extremadura,9324
07001,Alaró,Illes Balears,"Balears, Illes",13247
07002,Alaior,Illes Balears,"Balears, Illes",13118
07003,Alcúdia,Illes Balears,"Balears, Illes",12292
07004,Algaida,Illes Balears,"Balears, Illes",13776
07005,Andratx,Illes Balears,"Balears, Illes",13194
07006,Artà,Illes Balears,"Balears, Illes",12919
07007,Banyalbufar,Illes Balears,"Balears, Illes",16454
07008,Binissalem,Illes Balears,"Balears, Illes",13158
07009,Búger,Illes Balears,"Balears, Illes",13720
07010,Bunyola,Illes Balears,"Balears, Illes",15975
07011,Calvià,Illes Balears,"Balears, Illes",13630
07012,Campanet,Illes Balears,"Balears, Illes",13949
07013,Campos,Illes Balears,"Balears, Illes",12554
07014,Capdepera,Illes Balears,"Balears, Illes",11865
07015,Ciutadella de Menorca,Illes Balears,"Balears, Illes",13115
07016,Consell,Illes Balears,"Balears, Illes",13344
07017,Costitx,Illes Balears,"Balears, Illes",13281
07018,Deià,Illes Balears,"Balears, Illes",16419
07019,Escorca,Illes Balears,"Balears, Illes",19312
07020,Esporles,Illes Balears,"Balears, Illes",16359
07021,Estellencs,Illes Balears,"Balears, Illes",15323
07022,Felanitx,Illes Balears,"Balears, Illes",12162
07023,Ferreries,Illes Balears,"Balears, Illes",13195
07024,Formentera,Illes Balears,"Balears, Illes",15073
07025,Fornalutx,Illes Balears,"Balears, Illes",14772
07026,Eivissa,Illes Balears,"Balears, Illes",14574
07027,Inca,Illes Balears,"Balears, Illes",11440
07028,Lloret de Vistalegre,Illes Balears,"Balears, Illes",12647
07029,Lloseta,Illes Balears,"Balears, Illes",11883
07030,Llubí,Illes Balears,"Balears, Illes",12939
07031,Llucmajor,Illes Balears,"Balears, Illes",13512
07032,Maó,Illes Balears,"Balears, Illes",14079
07033,Manacor,Illes Balears,"Balears, Illes",11688
07034,Mancor de la Vall,Illes Balears,"Balears, Illes",14332
07035,Maria de la Salut,Illes Balears,"Balears, Illes",12931
07036,Marratxí,Illes Balears,"Balears, Illes",15047
07037,Es Mercadal,Illes Balears,"Balears, Illes",15695
07038,Montuïri,Illes Balears,"Balears, Illes",14068
07039,Muro,Illes Balears,"Balears, Illes",12380
07040,Palma,Illes Balears,"Balears, Illes",13728
07041,Petra,Illes Balears,"Balears, Illes",13135
07042,Pollença,Illes Balears,"Balears, Illes",13196
07043,Porreres,Illes Balears,"Balears, Illes",12883
07044,Sa Pobla,Illes Balears,"Balears, Illes",11502
07045,Puigpunyent,Illes Balears,"Balears, Illes",16024
07046,Sant Antoni de Portmany,Illes Balears,"Balears, Illes",12665
07047,Sencelles,Illes Balears,"Balears, Illes",13455
07048,Sant Josep de sa Talaia,Illes Balears,"Balears, Illes",13923
07049,Sant Joan,Illes Balears,"Balears, Illes",12836
07050,Sant Joan de Labritja,Illes Balears,"Balears, Illes",12068
07051,Sant Llorenç des Cardassar,Illes Balears,"Balears, Illes",11882
07052,Sant Lluís,Illes Balears,"Balears, Illes",15967
07053,Santa Eugènia,Illes Balears,"Balears, Illes",15120
07054,Santa Eulària des Riu,Illes Balears,"Balears, Illes",13581
07055,Santa Margalida,Illes Balears,"Balears, Illes",12162
07056,Santa María del Camí,Illes Balears,"Balears, Illes",14540
07057,Santanyí,Illes Balears,"Balears, Illes",13200
07058,Selva,Illes Balears,"Balears, Illes",13864
07059,Ses Salines,Illes Balears,"Balears, Illes",13599
07060,Sineu,Illes Balears,"Balears, Illes",13013
07061,Sóller,Illes Balears,"Balears, Illes",14197
07062,Son Servera,Illes Balears,"Balears, Illes",11868
07063,Valldemossa,Illes Balears,"Balears, Illes",18145
07064,Es Castell,Illes Balears,"Balears, Illes",13852
07065,Vilafranca de Bonany,Illes Balears,"Balears, Illes",12070
07901,Ariany,Illes Balears,"Balears, Illes",13421
07902,Es Migjorn Gran,Illes Balears,"Balears, Illes",14576
08001,Abrera,Barcelona,Cataluña,15134
08002,Aguilar de Segarra,Barcelona,Cataluña,16275
08003,Alella,Barcelona,Cataluña,20889
08004,Alpens,Barcelona,Cataluña,17081
08005,L' Ametlla del Vallès,Barcelona,Cataluña,19464
08006,Arenys de Mar,Barcelona,Cataluña,14753
08007,Arenys de Munt,Barcelona,Cataluña,14717
08008,Argençola,Barcelona,Cataluña,15443
08009,Argentona,Barcelona,Cataluña,15838
08010,Artés,Barcelona,Cataluña,14410
08011,Avià,Barcelona,Cataluña,15261
08012,Avinyó,Barcelona,Cataluña,14341
08013,Avinyonet del Penedès,Barcelona,Cataluña,14595
08014,Aiguafreda,Barcelona,Cataluña,15958
08015,Badalona,Barcelona,Cataluña,13152
08016,Bagà,Barcelona,Cataluña,15773
08017,Balenyà,Barcelona,Cataluña,13325
